GeoFips,GeoName,LineCode,Description,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
8051,Gunnison,2,Population (persons) ,6539,7705,8328,8535,8776,9341,9213,8963,9315,9556,9963,10713,10786,10872,10610,10269,10126,10078,9929,10155,10143,10340,10613,11208,11690,12098,12427,12928,13186,13488,13765,14068,14206,14322,14273,14356,14456,14720,15043,15250,15356,15374,15427,15439,15507
8051,Gunnison,3,Per capita personal income (dollars) ,2626,2448,2615,2912,3267,3551,4074,4757,5131,5985,6922,7638,8398,8813,9320,10377,11054,11359,11734,11968,13008,13631,14303,15499,16616,17668,18316,18837,20269,21955,22562,23982,26677,27122,28858,30433,31453,33937,35146,34512,33458,33204,34600,36677,37098
8053,Hinsdale,1,Personal income (thousands of dollars),531,776,871,1044,1182,1322,1453,1772,2198,2360,2590,3125,3389,4331,5627,6266,6040,6046,6106,6231,7621,8386,9170,10355,12214,13472,14594,15302,16496,17595,18525,19666,20260,19741,21482,22712,25701,26366,29328,30239,30205,32504,34444,37898,39286
8053,Hinsdale,2,Population (persons) ,204,202,209,277,290,316,345,403,462,483,501,414,437,440,491,498,502,481,469,465,459,468,472,510,551,607,644,704,737,778,793,791,817,798,779,810,794,815,835,818,834,846,835,809,813
8053,Hinsdale,3,Per capita personal income (dollars) ,2603,3842,4167,3769,4076,4184,4212,4397,4758,4886,5170,7548,7755,9843,11460,12582,12032,12570,13019,13400,16603,17919,19428,20304,22167,22194,22661,21736,22383,22616,23361,24862,24798,24738,27576,28040,32369,32351,35123,36967,36217,38421,41250,46845,48322
8055,Huerfano,1,Personal income (thousands of dollars),15017,17346,20096,21075,23285,25387,27148,29637,32310,35298,39551,44900,47895,51766,57827,60445,61562,60433,62460,62588,67241,68731,73112,79404,83998,92731,100686,108468,119458,133647,137955,141916,150271,150644,153602,162244,166835,175299,188160,195647,202539,197606,205877,211034,216847
8055,Huerfano,2,Population (persons) ,6826,6534,6327,6428,6671,6589,6689,6772,6717,6702,6553,6445,6452,6665,6819,6890,6806,6717,6463,6343,6163,5997,6032,6125,6308,6586,6881,7223,7553,7743,7879,7771,7635,7571,7428,7193,7145,7127,7051,7073,6824,6668,6509,6605,6519
8055,Huerfano,3,Per capita personal income (dollars) ,2200,2655,3176,3279,3490,3853,4059,4376,4810,5267,6036,6967,7423,7767,8480,8773,9045,8997,9664,9867,10910,11461,12121,12964,13316,14080,14632,15017,15816,17260,17509,18262,19682,19898,20679,22556,23350,24596,26686,27661,29680,29635,31630,31951,33264
8057,Jackson,1,Personal income (thousands of dollars),4672,5156,5612,5892,9909,9649,9570,11298,12110,14348,15123,17401,19046,22200,19961,17260,19254,18739,22213,22019,22415,21398,24015,25952,28986,26698,26478,27131,28382,29544,31050,34869,33706,37702,39934,41919,47585,49321,52467,51908,54046,54318,62503,62921,66257
8057,Jackson,2,Population (persons) ,1764,1849,2024,2007,2130,1852,1740,1717,1692,1798,1770,1862,1857,1799,1757,1745,1683,1639,1677,1625,1667,1593,1609,1651,1699,1654,1555,1509,1534,1541,1573,1577,1529,1532,1512,1486,1449,1415,1407,1378,1408,1383,1379,1346,1365
8057,Jackson,3,Per capita personal income (dollars) ,2649,2789,2773,2936,4652,5210,5500,6580,7157,7980,8544,9345,10256,12340,11361,9891,11440,11433,13246,13550,13446,13433,14925,15719,17061,16141,17028,17979,18502,19172,19739,22111,22044,24610,26411,28209,32840,34856,37290,37669,38385,39275,45325,46747,48540
8059,Jefferson,1,Personal income (thousands of dollars),986829,1132792,1325315,1513885,1740512,1960716,2225890,2524084,2892679,3403574,3947451,4600054,5398219,5991109,6439734,7046125,7460161,7743683,7899068,8297717,8892491,9430399,10067938,10716797,11621187,12221825,13255530,14225355,15535685,17383015,18462954,20571804,21389221,20696719,20918848,21898150,22752557,23901319,24876581,25159631,23645890,23485058,24194926,25496838,26077248
8059,Jefferson,2,Population (persons) ,230536,237786,249216,266554,284807,296783,315261,327847,339730,355217,369538,374525,384689,393547,403358,411993,418414,423772,428666,431553,435904,440014,447371,457595,472208,483064,492154,499819,507371,513706,523325,527997,530651,527851,524940,520900,519675,521662,524911,529003,531961,535232,538878,545476,551798
8059,Jefferson,3,Per capita personal income (dollars) ,4281,4764,5318,5679,6111,6607,7060,7699,8515,9582,10682,12282,14033,15223,15965,17103,17830,18273,18427,19228,20400,21432,22505,23420,24610,25301,26934,28461,30620,33838,35280,38962,40308,39209,39850,42039,43782,45818,47392,47560,44450,43878,44899,46742,47259
8061,Kiowa,1,Personal income (thousands of dollars),11641,12201,9057,10646,12375,20818,13464,14863,16557,15017,13650,27239,19666,23420,43758,44948,39342,36974,31910,33717,29740,38872,34087,37618,40728,36938,43322,40762,50761,58537,57605,50584,51026,36264,46512,42697,44907,38030,61506,54341,58250,68731,76305,74698,85045
8061,Kiowa,2,Population (persons) ,2058,2024,2012,2026,2034,1994,2070,2030,1888,1785,1867,1944,1976,1901,1898,1891,1872,1801,1751,1748,1742,1676,1631,1630,1700,1656,1631,1641,1632,1637,1639,1610,1550,1519,1501,1457,1467,1456,1410,1392,1378,1394,1455,1439,1423
8061,Kiowa,3,Per capita personal income (dollars) ,5656,6028,4501,5255,6084,10440,6504,7322,8770,8413,7311,14012,9952,12320,23055,23769,21016,20530,18224,19289,17072,23193,20899,23079,23958,22306,26562,24840,31104,35759,35146,31419,32920,23874,30987,29305,30611,26120,43621,39038,42271,49305,52443,51910,59765
8063,Kit Carson,1,Personal income (thousands of dollars),30413,37616,36621,43818,60579,69505,59067,55193,55247,47349,49872,64963,72231,78053,92361,111379,116705,108966,124664,131378,126832,133164,126964,140637,149386,148256,159181,174402,171793,212841,227278,208135,223159,204058,246136,238157,251037,231411,275268,278567,281238,316726,340613,348125,356398
8063,Kit Carson,2,Population (persons) ,7447,7587,7843,7477,7442,7562,7729,7790,7718,7523,7582,7597,7572,7595,7690,7677,7503,7390,7254,7285,7247,7131,7252,7352,7382,7421,7485,7547,7614,7815,8028,7971,7995,8250,8133,8157,8060,8011,7954,8157,8383,8242,8179,8103,8037
8063,Kit Carson,3,Per capita personal income (dollars) ,4084,4958,4669,5860,8140,9191,7642,7085,7158,6294,6578,8551,9539,10277,12011,14508,15554,14745,17186,18034,17501,18674,17507,19129,20237,19978,21267,23109,22563,27235,28311,26112,27912,24734,30264,29197,31146,28887,34607,34151,33549,38428,41645,42962,44345
8065,Lake,1,Personal income (thousands of dollars),25744,29796,31028,30158,34475,41521,51626,57108,65538,73721,85283,99765,110196,91420,68950,75827,78894,75209,71829,70967,82540,91207,96422,100292,104262,110794,123315,132475,141611,152946,159886,165783,169572,168191,172255,179716,187537,199596,210783,223092,212245,209601,222029,245776,248370
8065,Lake,2,Population (persons) ,8333,8308,8503,8538,8538,8489,8677,8924,8812,8722,8844,8836,8842,8464,7625,6964,6776,6533,6158,5833,5953,6053,6255,6398,6483,6616,6907,7079,7265,7473,7713,7815,7758,7676,7491,7434,7331,7278,7392,7450,7426,7265,7378,7283,7306
8065,Lake,3,Per capita personal income (dollars) ,3089,3586,3649,3532,4038,4891,5950,6399,7437,8452,9643,11291,12463,10801,9043,10888,11643,11512,11664,12166,13865,15068,15415,15676,16082,16746,17854,18714,19492,20466,20729,21213,21858,21911,22995,24175,25581,27425,28515,29945,28581,28851,30093,33747,33995
8067,La Plata,1,Personal income (thousands of dollars),53691,59994,68437,78211,89208,101440,118545,136552,154363,182120,211578,242084,279219,302556,326788,355902,379368,393412,405654,444267,475348,520763,561359,639436,710299,793890,862422,931669,1000843,1096911,1150624,1270223,1330820,1368359,1430458,1544834,1674441,1838605,1999393,2225863,2100893,2168378,2288738,2419324,2484802
8067,La Plata,2,Population (persons) ,19451,19327,20126,21503,21945,22610,23586,25249,26252,27042,27234,27431,28309,29346,30118,30784,31371,31300,31288,31313,31695,32505,33684,34966,36550,37843,39568,40761,41654,42318,43049,44228,45044,45869,46121,46728,47575,48574,49343,50291,51105,51473,51914,52419,53284
8067,La Plata,3,Per capita personal income (dollars) ,2760,3104,3400,3637,4065,4487,5026,5408,5880,6735,7769,8825,9863,10310,10850,11561,12093,12569,12965,14188,14998,16021,16665,18287,19434,20979,21796,22857,24028,25921,26728,28720,29545,29832,31015,33060,35196,37852,40520,44260,41109,42127,44087,46154,46633
8069,Larimer,1,Personal income (thousands of dollars),269008,309032,363001,421836,491789,567932,662526,766219,880910,1045714,1234490,1413086,1604858,1754359,1932069,2125465,2280269,2442534,2612119,2793071,3080076,3315692,3536504,3871997,4244758,4609666,5043374,5529211,5994771,6528832,7005150,7919534,8558770,8628753,8669608,9072367,9611999,10385493,11149116,11430859,11240203,11465390,12284655,13032687,13545018
8069,Larimer,2,Population (persons) ,81438,91095,97125,106999,112441,119945,120593,123187,131973,137780,145474,150091,153347,157410,161816,165073,169687,174271,177612,180610,183507,187299,193154,200212,208143,216868,222750,228350,233746,240765,246884,253072,260541,265372,268448,271510,275116,280713,286112,291650,296696,300482,305137,310686,315988
8069,Larimer,3,Per capita personal income (dollars) ,3303,3392,3737,3942,4374,4735,5494,6220,6675,7590,8486,9415,10466,11145,11940,12876,13438,14016,14707,15465,16785,17703,18309,19339,20393,21256,22641,24214,25647,27117,28374,31294,32850,32516,32295,33414,34938,36997,38968,39194,37885,38157,40259,41948,42866
8071,Las Animas,1,Personal income (thousands of dollars),38073,40134,44226,50786,57760,64516,70448,75539,78941,87421,101876,120310,125590,128249,131959,135723,137336,138388,143628,151118,162023,167814,179473,189785,202280,216752,241532,242543,255702,286107,302491,324644,347104,366856,377276,398623,417127,441674,467946,490674,478834,476237,495665,517417,527279
8071,Las Animas,2,Population (persons) ,15667,15821,16174,16158,15760,15698,15771,15711,15446,14903,14610,14927,15011,15146,15075,14742,14416,14217,14019,13773,13867,13757,13567,13698,13740,14067,14381,14558,14621,14765,14960,15297,15116,15424,15706,15573,15582,15673,15734,15770,15775,15415,15049,14995,14446
8071,Las Animas,3,Per capita personal income (dollars) ,2430,2537,2734,3143,3665,4110,4467,4808,5111,5866,6973,8060,8367,8468,8753,9207,9527,9734,10245,10972,11684,12198,13229,13855,14722,15409,16795,16660,17489,19377,20220,21223,22963,23785,24021,25597,26770,28181,29741,31114,30354,30894,32937,34506,36500
8073,Lincoln,1,Personal income (thousands of dollars),16493,17407,19681,21312,27934,26767,24832,25159,33543,31117,37097,48366,48146,51249,60720,66840,67378,65685,67210,65269,66685,72774,75723,84747,86857,83939,99530,95037,93852,105689,115999,113804,114102,111166,120224,124901,128713,123656,143514,140476,160198,166255,176756,186562,173082
8073,Lincoln,2,Population (persons) ,4674,4870,5006,4957,4840,4886,5026,4927,4769,4576,4557,4642,4549,4545,4519,4576,4648,4676,4661,4598,4612,4525,5061,5616,5595,5689,5749,5913,5978,6070,6097,6070,5912,5936,5904,5751,5644,5530,5484,5468,5423,5469,5432,5449,5430
8073,Lincoln,3,Per capita personal income (dollars) ,3529,3574,3931,4299,5771,5478,4941,5106,7034,6800,8141,10419,10584,11276,13437,14607,14496,14047,14420,14195,14459,16083,14962,15090,15524,14755,17313,16073,15700,17412,19026,18749,19300,18727,20363,21718,22805,22361,26170,25691,29540,30400,32540,34238,31875
8075,Logan,1,Personal income (thousands of dollars),66617,74004,89115,98891,108014,132184,134024,127702,133670,138358,152789,180117,211597,221268,231581,246451,244017,247090,245644,259641,277256,294895,295858,316403,333702,346914,378843,412146,420653,450618,491504,508777,562348,534412,558166,568161,603659,618667,683406,766825,753197,753167,811933,891058,900378
8075,Logan,2,Population (persons) ,19331,18889,19161,19345,19505,19392,19415,19703,19624,19400,19265,19819,19851,19852,20031,19768,19462,18879,18353,18067,17893,17564,17594,17792,18110,18521,19045,19491,19803,19843,20076,20699,21459,21548,21825,21795,21694,21911,22163,22128,22451,22792,22739,22603,22450
8075,Logan,3,Per capita personal income (dollars) ,3446,3918,4651,5112,5538,6816,6903,6481,6812,7132,7931,9088,10659,11146,11561,12467,12538,13088,13384,14371,15495,16790,16816,17783,18426,18731,19892,21145,21242,22709,24482,24580,26206,24801,25575,26068,27826,28235,30835,34654,33548,33045,35707,39422,40106
8077,Mesa,1,Personal income (thousands of dollars),172407,191307,211974,233885,272075,321917,377967,422975,508475,592253,684559,805508,976903,1079776,1088930,1086416,1078497,1058705,1145034,1251691,1349879,1451956,1550932,1693864,1812121,1928302,2109450,2241081,2440262,2689665,2838833,3090016,3212164,3302761,3428478,3648814,3950863,4346289,4873713,5398165,5053988,4905877,5166608,5435527,5492271
8077,Mesa,2,Population (persons) ,54219,54479,55311,56912,57962,58973,63261,66628,68585,72223,76946,82796,87659,94152,96012,94496,89368,87386,87443,88872,91231,93757,96348,97977,100579,103373,105968,108131,110566,112686,114827,117631,119496,122440,124994,127678,130194,134665,139434,143155,147851,146464,147499,147790,147554
8077,Mesa,3,Per capita personal income (dollars) ,3180,3512,3832,4110,4694,5459,5975,6348,7414,8200,8897,9729,11144,11468,11342,11497,12068,12115,13095,14084,14796,15486,16097,17288,18017,18654,19906,20726,22071,23869,24723,26269,26881,26975,27429,28578,30346,32275,34954,37709,34183,33495,35028,36779,37222
8079,Mineral,1,Personal income (thousands of dollars),2472,3055,2795,3251,2921,3295,8262,6855,5988,6787,8955,10044,11685,10180,10136,10639,8008,7720,7747,7825,8252,9113,9785,11570,12492,13248,13245,14225,15472,17411,19411,20288,22525,23487,25242,27144,26703,28028,29088,33025,31941,30349,36303,39310,40274
8079,Mineral,2,Population (persons) ,766,789,839,861,797,797,806,816,820,831,790,819,879,848,839,801,786,677,684,631,579,554,574,588,597,646,683,720,724,769,802,832,796,812,828,848,814,789,807,774,732,704,709,705,721
8079,Mineral,3,Per capita personal income (dollars) ,3227,3872,3331,3776,3665,4134,10251,8401,7302,8167,11335,12264,13294,12005,12081,13282,10188,11403,11326,12401,14252,16449,17047,19677,20925,20508,19392,19757,21370,22641,24203,24385,28298,28925,30486,32009,32805,35523,36045,42668,43635,43109,51203,55759,55859
8081,Moffat,1,Personal income (thousands of dollars),21868,23749,27676,31038,35584,38712,47607,58623,76102,99641,115641,121533,130908,147591,153961,144075,151576,156426,162709,168080,177493,185700,192518,212180,223583,237243,256087,264643,274544,285003,297885,312921,331514,342218,357485,382503,417153,448980,487280,538574,534997,522238,591098,576288,589063
8081,Moffat,2,Population (persons) ,6471,6522,6458,6389,6605,6988,7956,9464,9901,10297,12320,13191,13395,14210,14541,13656,12621,12136,11509,11316,11286,11408,11518,11656,11845,12091,12222,12343,12651,12956,13178,13147,13065,13193,13106,13175,12956,13115,13348,13585,13728,13802,13411,13190,13103
8081,Moffat,3,Per capita personal income (dollars) ,3379,3641,4286,4858,5387,5540,5984,6194,7686,9677,9386,9213,9773,10386,10588,10550,12010,12889,14138,14853,15727,16278,16715,18204,18876,19621,20953,21441,21701,21998,22605,23802,25374,25939,27276,29032,32198,34234,36506,39645,38971,37838,44076,43691,44956
8083,Montezuma,1,Personal income (thousands of dollars),33228,34697,40515,46357,56746,60698,72286,80097,92034,104223,121174,138824,164685,181420,196429,205174,203468,205295,211232,220733,241646,268069,278478,315563,352447,382216,410784,429776,456825,509700,536531,563176,564473,574923,606169,632453,683924,731658,803931,836083,818329,826449,873760,912585,936559
8083,Montezuma,2,Population (persons) ,12610,13047,13548,13954,13815,14167,15031,14974,15292,15512,16306,16666,17252,17999,18666,19275,19210,19156,18726,18693,18592,18732,19104,19728,20443,21255,22035,22588,22989,23210,23601,23847,23692,23935,24255,24456,24514,24968,25157,25222,25507,25536,25441,25432,25642
8083,Montezuma,3,Per capita personal income (dollars) ,2635,2659,2990,3322,4108,4284,4809,5349,6018,6719,7431,8330,9546,10079,10523,10645,10592,10717,11280,11808,12997,14311,14577,15996,17240,17982,18642,19027,19871,21960,22733,23616,23825,24020,24992,25861,27899,29304,31957,33149,32083,32364,34345,35883,36524
8085,Montrose,1,Personal income (thousands of dollars),51912,56210,63226,68087,76544,90772,101824,113670,126083,142063,161407,188283,213917,227831,247362,259200,260995,285199,304656,318560,342064,357273,386165,414535,458779,506219,552261,586080,621024,669879,723830,798484,858342,887434,920953,959804,1072877,1139691,1219994,1328084,1237258,1234557,1255272,1298697,1333338
8085,Montrose,2,Population (persons) ,18538,18360,18479,18556,18836,19627,20652,21411,22169,22760,23431,24524,25151,25505,25929,25594,24872,24321,24303,24252,24466,24507,25211,25847,27016,28263,29609,30540,31460,32201,32907,33599,34361,35154,35767,36310,37227,38282,39673,40658,41535,41187,40918,40748,40713
8085,Montrose,3,Per capita personal income (dollars) ,2800,3062,3422,3669,4064,4625,4930,5309,5687,6242,6889,7677,8505,8933,9540,10127,10494,11726,12536,13135,13981,14578,15317,16038,16982,17911,18652,19191,19740,20803,21996,23765,24980,25244,25749,26434,28820,29771,30751,32665,29788,29974,30678,31871,32750
8087,Morgan,1,Personal income (thousands of dollars),66978,76177,85932,98895,108773,134715,126955,135836,129010,140385,181485,198954,221792,221108,238069,279883,274225,285436,290364,301383,333890,346264,372138,399225,431057,445718,471203,508927,533736,574332,625119,613510,679174,671660,697479,716876,747076,779899,798240,831874,827272,869692,968461,1014889,1052109
8087,Morgan,2,Population (persons) ,19463,20272,21097,21601,21672,21610,21923,21569,21685,21357,21855,22504,22411,22565,23326,23209,22834,22052,22219,21990,22043,21962,22619,23204,23566,24290,24886,25544,26167,26334,26796,27257,27307,27556,27736,27736,27727,27816,27745,27701,28099,28153,28509,28374,28404
8087,Morgan,3,Per capita personal income (dollars) ,3441,3758,4073,4578,5019,6234,5791,6298,5949,6573,8304,8841,9897,9799,10206,12059,12010,12944,13068,13705,15147,15767,16452,17205,18291,18350,18934,19924,20397,21810,23329,22508,24872,24374,25147,25846,26944,28038,28771,30030,29441,30892,33970,35768,37041
8089,Otero,1,Personal income (thousands of dollars),67969,72349,79110,87041,94610,105464,117653,125437,129467,143758,164996,184340,207330,210652,217336,229665,234172,245154,245825,255781,264987,277434,295425,319240,339708,351790,373314,387862,409693,436541,456420,473173,487426,471491,489513,497349,522888,522501,548161,553616,570087,570903,596115,607631,636517
8089,Otero,2,Population (persons) ,23114,23427,23095,23683,23658,23417,24147,23977,23466,22800,22565,22577,22563,22376,22446,22033,21714,21485,21186,20712,20577,20118,20126,20053,20301,20408,20695,20694,20777,20556,20502,20242,20012,19688,19585,19436,19247,19042,18783,18726,18743,18904,18943,18790,18703
8089,Otero,3,Per capita personal income (dollars) ,2941,3088,3425,3675,3999,4504,4872,5232,5517,6305,7312,8165,9189,9414,9683,10424,10784,11410,11603,12349,12878,13790,14679,15920,16734,17238,18039,18743,19719,21237,22262,23376,24357,23948,24994,25589,27167,27439,29184,29564,30416,30200,31469,32338,34033
8091,Ouray,1,Personal income (thousands of dollars),5211,5727,7542,8207,8847,10404,11566,11108,13519,13876,14049,17663,19940,21381,22742,24454,27589,28252,31172,34649,36677,37640,41361,47502,55850,62085,67413,72623,80948,90470,98578,106159,117861,124910,135868,152755,159858,181952,199668,202116,193089,177220,186679,202438,211882
8091,Ouray,2,Population (persons) ,1559,1537,1541,1526,1671,1718,1833,1979,1934,1982,1988,1944,2022,2108,2069,2197,2102,2091,2211,2237,2260,2309,2438,2508,2718,2926,3129,3226,3323,3470,3622,3775,3787,3872,3880,4003,4055,4090,4250,4405,4395,4459,4430,4532,4557
8091,Ouray,3,Per capita personal income (dollars) ,3343,3726,4894,5378,5294,6056,6310,5613,6990,7001,7067,9086,9862,10143,10992,11131,13125,13511,14099,15489,16229,16301,16965,18940,20548,21218,21545,22512,24360,26072,27216,28122,31123,32260,35018,38160,39422,44487,46981,45883,43934,39744,42140,44669,46496
8093,Park,1,Personal income (thousands of dollars),7512,9241,11012,15547,16002,18945,21192,22720,27585,34135,42355,53200,62098,70734,78622,84617,89759,94319,100911,108731,118163,126140,135508,155763,180759,213136,244422,278607,307440,339049,389052,447126,485133,479582,491311,512326,530520,552549,568546,583385,551205,541189,556293,591181,606718
8093,Park,2,Population (persons) ,2126,2229,2318,2786,2947,2988,3254,3348,3541,4001,4550,5419,5755,6048,6287,6434,6535,6721,6823,6881,7035,7215,7655,7979,8418,9384,10452,11518,12437,13154,13987,14670,15255,15760,16024,16130,16204,16230,16445,16394,16098,16267,16101,16069,16121
8093,Park,3,Per capita personal income (dollars) ,3533,4146,4751,5580,5430,6340,6513,6786,7790,8532,9309,9817,10790,11695,12505,13152,13735,14033,14790,15802,16796,17483,17702,19522,21473,22713,23385,24189,24720,25775,27815,30479,31802,30430,30661,31762,32740,34045,34573,35585,34241,33269,34550,36790,37635
8095,Phillips,1,Personal income (thousands of dollars),16329,20977,18741,23996,30884,43456,37590,30679,31331,30418,32899,41306,51079,51964,57496,57712,57008,64672,63402,72130,73871,78629,79979,82725,84383,81121,77965,95637,100818,107096,109914,119611,127602,108137,117544,114774,118108,113166,141001,146610,150941,161426,191688,185560,185643
8095,Phillips,2,Population (persons) ,4171,4086,3933,4013,4034,3991,4273,4418,4405,4356,4420,4539,4519,4620,4671,4588,4444,4328,4269,4235,4202,4199,4206,4205,4289,4330,4465,4516,4523,4545,4521,4455,4456,4497,4415,4475,4467,4414,4378,4349,4359,4459,4368,4374,4356
8095,Phillips,3,Per capita personal income (dollars) ,3915,5134,4765,5980,7656,10888,8797,6944,7113,6983,7443,9100,11303,11248,12309,12579,12828,14943,14852,17032,17580,18726,19015,19673,19674,18735,17461,21177,22290,23563,24312,26849,28636,24046,26624,25648,26440,25638,32207,33711,34627,36202,43885,42423,42618
8097,Pitkin,1,Personal income (thousands of dollars),30432,35514,42951,53348,64816,73168,79847,91319,103886,127446,156526,173714,206178,222854,222183,242535,242971,262225,272122,325228,363537,396298,413466,491386,531809,581467,596208,660008,728005,831895,899193,1034616,1000329,995666,1021819,1081968,1184630,1302670,1386156,1488932,1218537,1207339,1321974,1420327,1449839
8097,Pitkin,2,Population (persons) ,5876,6330,7032,7528,8164,8545,9086,10022,10630,11152,10682,10350,10374,10662,10936,10744,10697,11100,11528,12037,12337,12758,12877,13230,13896,14339,14603,14519,14920,14886,15081,14817,15013,15098,15217,15220,15399,15504,15814,16454,17008,17151,17112,17217,17379
8097,Pitkin,3,Per capita personal income (dollars) ,5179,5610,6108,7087,7939,8563,8788,9112,9773,11428,14653,16784,19874,20902,20317,22574,22714,23624,23605,27019,29467,31063,32109,37142,38271,40551,40828,45458,48794,55884,59624,69826,66631,65947,67150,71089,76929,84022,87654,90491,71645,70395,77254,82496,83425
8099,Prowers,1,Personal income (thousands of dollars),42641,43855,47432,49706,64251,66188,71820,69064,80223,86455,88407,100352,120002,133416,155317,169056,174002,175627,173696,178855,186554,198809,198776,208195,230593,226816,241823,255261,280545,311043,331662,330270,355877,333405,353339,355703,365417,358386,383031,389602,399625,403850,437825,453211,462977
8099,Prowers,2,Population (persons) ,12766,13292,13454,13511,13492,13460,13806,13731,13589,13253,13391,13067,13024,13262,13813,14223,14116,14113,14001,13945,13503,13338,13349,13316,13450,13851,13948,14046,14237,14355,14520,14431,14182,14057,13853,13613,13480,13130,12736,12663,12593,12568,12498,12416,12291
8099,Prowers,3,Per capita personal income (dollars) ,3340,3299,3525,3679,4762,4917,5202,5030,5904,6523,6602,7680,9214,10060,11244,11886,12327,12444,12406,12826,13816,14905,14891,15635,17144,16375,17337,18173,19705,21668,22842,22886,25094,23718,25506,26130,27108,27295,30075,30767,31734,32133,35032,36502,37668
8101,Pueblo,1,Personal income (thousands of dollars),376592,413138,455683,505395,572752,640259,705149,763449,817967,906751,1013603,1109812,1232617,1259947,1273307,1351751,1419609,1480187,1503059,1587734,1710787,1793296,1878930,2005456,2128215,2285488,2503749,2619785,2808934,2996134,3187200,3411213,3645365,3765379,3870888,3965388,4064390,4250214,4588686,4613206,4728367,4876654,5169068,5337259,5427408
8101,Pueblo,2,Population (persons) ,117657,118574,120746,122032,124680,124611,126644,125675,124638,123963,125884,126012,125863,125299,125737,124183,123851,124111,124312,123745,123639,123134,123447,124387,126644,128787,130865,132686,134792,137690,140184,141800,144014,146537,147907,148654,149825,152026,155121,156748,157846,159539,160431,160972,161451
8101,Pueblo,3,Per capita personal income (dollars) ,3201,3484,3774,4141,4594,5138,5568,6075,6563,7315,8052,8807,9793,10056,10127,10885,11462,11926,12091,12831,13837,14564,15221,16123,16805,17746,19132,19744,20839,21760,22736,24057,25313,25696,26171,26675,27128,27957,29581,29431,29956,30567,32220,33156,33616
8103,Rio Blanco,1,Personal income (thousands of dollars),18009,19474,23062,21626,26950,31296,34778,35677,43974,50843,71670,84218,98776,104257,106337,98660,88814,80319,83966,91034,93046,92986,104961,116582,115692,115956,117558,118189,128347,137333,138849,150476,177122,179308,185970,204551,227367,254436,290171,295416,272821,264635,282730,285285,292228
8103,Rio Blanco,2,Population (persons) ,4857,4835,4829,4684,4897,5036,5208,4899,4904,5536,5972,6349,6710,7029,7153,6818,6686,6647,6475,6253,6118,6011,6134,6176,6237,6336,6380,6263,6199,6132,6022,5986,5868,5951,5923,6007,5945,6176,6373,6522,6779,6641,6815,6808,6807
8103,Rio Blanco,3,Per capita personal income (dollars) ,3708,4028,4776,4617,5503,6214,6678,7283,8967,9184,12001,13265,14721,14832,14866,14471,13284,12083,12968,14558,15209,15469,17111,18877,18549,18301,18426,18871,20704,22396,23057,25138,30184,30131,31398,34052,38245,41198,45531,45295,40245,39849,41486,41904,42931
8105,Rio Grande,1,Personal income (thousands of dollars),25529,30086,32732,36867,46115,52046,54676,57412,59870,66304,70263,112465,103665,106011,130081,132510,141903,136966,141052,138825,161450,174717,168365,172479,190309,208422,227532,248973,239481,265219,274951,294723,304661,334336,326182,337794,360003,373263,404661,430056,429785,414876,440224,454967,475595
8105,Rio Grande,2,Population (persons) ,10557,10459,10375,10477,10522,10689,10890,10701,10566,10520,10571,10573,10794,10914,11094,11058,11113,11328,11398,11228,10891,10764,10814,10831,10954,11267,11606,11791,11990,12163,12258,12445,12213,12224,12296,12328,12208,12033,11852,11860,11872,12018,11933,11939,11803
8105,Rio Grande,3,Per capita personal income (dollars) ,2418,2877,3155,3519,4383,4869,5021,5365,5666,6303,6647,10637,9604,9713,11725,11983,12769,12091,12375,12364,14824,16232,15569,15925,17373,18498,19605,21116,19973,21805,22430,23682,24946,27351,26527,27401,29489,31020,34143,36261,36202,34521,36891,38108,40294
8107,Routt,1,Personal income (thousands of dollars),23250,27082,31709,40368,47710,56858,66780,74868,88216,117034,145451,167631,185984,195625,204169,217117,212271,201919,210005,240774,264865,294286,311127,341792,381511,410482,439762,482685,519997,583104,643295,686187,743102,810267,807413,870057,959919,1052220,1142689,1188389,1135814,1095863,1194744,1332829,1396303
8107,Routt,2,Population (persons) ,6519,6736,7393,8184,8805,9014,9791,10135,10698,11759,12963,13448,13594,13996,14144,14080,13831,13478,13498,13372,13625,14239,14807,15314,15989,16678,17295,17831,18313,18653,19237,19815,20210,20469,20893,21162,21398,21859,22491,23135,23688,23423,23176,23247,23513
8107,Routt,3,Per capita personal income (dollars) ,3566,4020,4289,4933,5419,6308,6821,7387,8246,9953,11220,12465,13681,13977,14435,15420,15347,14981,15558,18006,19440,20668,21012,22319,23861,24612,25427,27070,28395,31261,33441,34630,36769,39585,38645,41114,44860,48137,50807,51368,47949,46786,51551,57333,59384
8109,Saguache,1,Personal income (thousands of dollars),7102,8917,8243,9049,12160,13021,13806,15816,16156,19551,25282,31757,30132,28037,38974,40294,43853,48506,46429,48032,53477,56577,57681,61821,71730,75740,80593,82112,87378,100722,105911,108631,117758,132799,114624,126562,138406,133347,146543,157574,159154,157178,176697,178371,187984
